latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime,intensity_class,marker_color
61.75081,66.95447,341.99,0.64,0.72,2026-05-21,0018,N,VIIRS,n,2.0NRT,273.28,5.55,D,2026-05-21 00:18:00,Medium,orange
61.75447,66.95893,339.16,0.64,0.72,2026-05-21,0018,N,VIIRS,n,2.0NRT,273.04,4.56,D,2026-05-21 00:18:00,Low,blue
57.94503,60.04451,325.27,0.67,0.73,2026-05-21,0020,N,VIIRS,n,2.0NRT,277.04,4.33,D,2026-05-21 00:20:00,Low,blue
60.9995,60.16161,327.79,0.49,0.65,2026-05-21,0020,N,VIIRS,n,2.0NRT,273.54,5.88,D,2026-05-21 00:20:00,Medium,orange
61.00325,60.16451,335.95,0.49,0.65,2026-05-21,0020,N,VIIRS,n,2.0NRT,274.6,6.03,D,2026-05-21 00:20:00,Medium,orange
61.00656,60.20206,343.41,0.49,0.65,2026-05-21,0020,N,VIIRS,n,2.0NRT,273.76,5.81,D,2026-05-21 00:20:00,Medium,orange
61.0098,60.19453,348.26,0.49,0.65,2026-05-21,0020,N,VIIRS,n,2.0NRT,273.44,5.81,D,2026-05-21 00:20:00,Medium,orange
62.74253,29.52039,310.48,0.44,0.38,2026-05-21,0020,N,VIIRS,n,2.0NRT,272.48,1.51,N,2026-05-21 00:20:00,Low,blue
63.81052,35.59959,301.04,0.39,0.36,2026-05-21,0020,N,VIIRS,n,2.0NRT,278.93,0.6,N,2026-05-21 00:20:00,Low,blue
64.19157,29.94115,297.27,0.45,0.39,2026-05-21,0020,N,VIIRS,n,2.0NRT,280.29,0.58,N,2026-05-21 00:20:00,Low,blue
64.64689,24.42487,331.63,0.41,0.45,2026-05-21,0020,N,VIIRS,n,2.0NRT,282.88,3.82,N,2026-05-21 00:20:00,Low,blue
64.65514,24.42815,311.56,0.41,0.45,2026-05-21,0020,N,VIIRS,n,2.0NRT,282.82,2.21,N,2026-05-21 00:20:00,Low,blue
64.66226,21.28233,304.38,0.5,0.49,2026-05-21,0020,N,VIIRS,n,2.0NRT,279.87,1.77,N,2026-05-21 00:20:00,Low,blue
64.66365,21.27851,307.54,0.5,0.49,2026-05-21,0020,N,VIIRS,n,2.0NRT,280.39,1.26,N,2026-05-21 00:20:00,Low,blue
65.56367,22.21935,338.37,0.48,0.48,2026-05-21,0020,N,VIIRS,n,2.0NRT,283.58,5.28,N,2026-05-21 00:20:00,Medium,orange
65.56424,22.20887,305.88,0.48,0.48,2026-05-21,0020,N,VIIRS,n,2.0NRT,280.97,3.75,N,2026-05-21 00:20:00,Low,blue
65.56501,22.21523,343.85,0.48,0.48,2026-05-21,0020,N,VIIRS,n,2.0NRT,283.45,7.08,N,2026-05-21 00:20:00,Medium,orange
65.76627,24.19046,307.0,0.43,0.46,2026-05-21,0020,N,VIIRS,n,2.0NRT,280.86,1.39,N,2026-05-21 00:20:00,Low,blue
65.7669,24.18096,308.9,0.43,0.46,2026-05-21,0020,N,VIIRS,n,2.0NRT,281.15,1.39,N,2026-05-21 00:20:00,Low,blue
65.76835,24.18953,317.51,0.43,0.46,2026-05-21,0020,N,VIIRS,n,2.0NRT,281.45,2.3,N,2026-05-21 00:20:00,Low,blue
65.77048,24.19214,308.15,0.43,0.46,2026-05-21,0020,N,VIIRS,n,2.0NRT,281.19,1.39,N,2026-05-21 00:20:00,Low,blue
51.56711,52.75594,308.33,0.75,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.64,1.8,N,2026-05-21 00:22:00,Low,blue
51.58731,52.9173,313.88,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.5,2.67,N,2026-05-21 00:22:00,Low,blue
51.59261,52.91508,319.81,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.11,3.54,N,2026-05-21 00:22:00,Low,blue
51.59945,52.93016,320.85,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.23,6.19,N,2026-05-21 00:22:00,Medium,orange
51.60066,52.93768,303.67,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.79,11.59,N,2026-05-21 00:22:00,Medium,orange
51.60348,52.92041,304.84,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.93,6.19,N,2026-05-21 00:22:00,Medium,orange
51.60472,52.92798,367.0,0.76,0.77,2026-05-21,0022,N,VIIRS,h,2.0NRT,286.03,11.59,N,2026-05-21 00:22:00,Medium,orange
51.6055,52.93666,346.7,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,285.14,6.19,N,2026-05-21 00:22:00,Medium,orange
51.60951,52.92693,318.08,0.76,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.97,6.19,N,2026-05-21 00:22:00,Medium,orange
51.61707,52.7823,303.13,0.75,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.2,1.1,N,2026-05-21 00:22:00,Low,blue
51.61868,52.7904,298.83,0.75,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.84,1.74,N,2026-05-21 00:22:00,Low,blue
51.81353,52.54987,318.01,0.72,0.76,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.61,2.54,N,2026-05-21 00:22:00,Low,blue
51.8458,53.8127,299.35,0.8,0.78,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.87,1.07,N,2026-05-21 00:22:00,Low,blue
51.87135,52.97836,299.21,0.74,0.76,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.77,0.73,N,2026-05-21 00:22:00,Low,blue
51.9025,47.90011,297.0,0.49,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.14,0.41,N,2026-05-21 00:22:00,Low,blue
51.90393,47.89819,297.56,0.49,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.21,0.44,N,2026-05-21 00:22:00,Low,blue
52.23009,54.12825,302.98,0.79,0.78,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.54,2.33,N,2026-05-21 00:22:00,Low,blue
52.2306,54.1236,309.76,0.79,0.78,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.69,2.0,N,2026-05-21 00:22:00,Low,blue
52.39805,53.71515,297.29,0.75,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.64,0.75,N,2026-05-21 00:22:00,Low,blue
52.39883,53.72527,299.16,0.75,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.31,0.93,N,2026-05-21 00:22:00,Low,blue
52.40381,53.72233,296.46,0.75,0.77,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.76,0.75,N,2026-05-21 00:22:00,Low,blue
52.55546,51.67273,297.34,0.63,0.72,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.0,1.0,N,2026-05-21 00:22:00,Low,blue
52.55941,51.67079,301.69,0.63,0.72,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.34,0.77,N,2026-05-21 00:22:00,Low,blue
52.80836,53.02066,302.16,0.69,0.74,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.96,1.3,N,2026-05-21 00:22:00,Low,blue
52.80932,53.01644,313.67,0.69,0.74,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.19,2.2,N,2026-05-21 00:22:00,Low,blue
52.81184,53.01223,304.22,0.68,0.74,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.18,1.3,N,2026-05-21 00:22:00,Low,blue
52.87229,51.22742,307.78,0.59,0.7,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.66,1.79,N,2026-05-21 00:22:00,Low,blue
52.8744,51.22471,301.51,0.59,0.7,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.72,1.3,N,2026-05-21 00:22:00,Low,blue
52.9221,51.42358,298.42,0.6,0.71,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.07,1.6,N,2026-05-21 00:22:00,Low,blue
52.92309,51.41987,314.96,0.6,0.71,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.16,2.47,N,2026-05-21 00:22:00,Low,blue
52.92514,51.41573,309.02,0.6,0.71,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.14,2.1,N,2026-05-21 00:22:00,Low,blue
53.0753,51.23051,298.06,0.58,0.7,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.88,0.43,N,2026-05-21 00:22:00,Low,blue
53.18728,50.99877,305.04,0.57,0.69,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.31,0.79,N,2026-05-21 00:22:00,Low,blue
53.18985,51.01224,303.59,0.57,0.69,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.87,0.84,N,2026-05-21 00:22:00,Low,blue
53.19056,51.01331,303.57,0.57,0.69,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.76,0.74,N,2026-05-21 00:22:00,Low,blue
53.23214,50.34818,333.63,0.54,0.68,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.84,3.95,N,2026-05-21 00:22:00,Low,blue
53.23328,50.35439,352.74,0.54,0.68,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.62,6.22,N,2026-05-21 00:22:00,Medium,orange
53.23594,50.34722,312.73,0.54,0.68,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.33,6.22,N,2026-05-21 00:22:00,Medium,orange
53.23755,50.35375,349.76,0.54,0.68,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.61,5.86,N,2026-05-21 00:22:00,Medium,orange
53.3019,54.08181,297.96,0.71,0.75,2026-05-21,0022,N,VIIRS,n,2.0NRT,281.25,0.61,N,2026-05-21 00:22:00,Low,blue
53.54676,49.47691,303.68,0.49,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.99,1.55,N,2026-05-21 00:22:00,Low,blue
53.54692,49.47202,302.97,0.49,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.82,1.3,N,2026-05-21 00:22:00,Low,blue
53.54914,49.47038,310.13,0.49,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.74,1.55,N,2026-05-21 00:22:00,Low,blue
53.55213,49.47738,316.62,0.49,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,287.09,2.07,N,2026-05-21 00:22:00,Low,blue
53.87253,45.85346,298.38,0.35,0.57,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.73,0.53,N,2026-05-21 00:22:00,Low,blue
53.91194,49.7317,333.31,0.48,0.65,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.03,3.55,N,2026-05-21 00:22:00,Low,blue
54.03663,37.54065,304.84,0.54,0.42,2026-05-21,0022,N,VIIRS,n,2.0NRT,287.68,1.18,N,2026-05-21 00:22:00,Low,blue
54.08691,38.17922,325.76,0.56,0.43,2026-05-21,0022,N,VIIRS,n,2.0NRT,291.89,3.77,N,2026-05-21 00:22:00,Low,blue
54.15133,37.72359,302.31,0.54,0.42,2026-05-21,0022,N,VIIRS,n,2.0NRT,287.74,1.95,N,2026-05-21 00:22:00,Low,blue
54.21337,38.92494,303.36,0.39,0.44,2026-05-21,0022,N,VIIRS,n,2.0NRT,287.84,1.14,N,2026-05-21 00:22:00,Low,blue
54.92862,41.41179,302.77,0.46,0.47,2026-05-21,0022,N,VIIRS,n,2.0NRT,285.95,1.43,N,2026-05-21 00:22:00,Low,blue
55.06049,38.8316,303.57,0.56,0.43,2026-05-21,0022,N,VIIRS,n,2.0NRT,288.2,2.24,N,2026-05-21 00:22:00,Low,blue
55.17753,37.65778,295.62,0.51,0.41,2026-05-21,0022,N,VIIRS,n,2.0NRT,285.41,0.34,N,2026-05-21 00:22:00,Low,blue
55.23099,36.68096,298.71,0.48,0.4,2026-05-21,0022,N,VIIRS,n,2.0NRT,287.8,0.59,N,2026-05-21 00:22:00,Low,blue
55.55437,37.76505,302.34,0.5,0.41,2026-05-21,0022,N,VIIRS,n,2.0NRT,290.53,0.89,N,2026-05-21 00:22:00,Low,blue
56.14093,44.11686,303.34,0.52,0.5,2026-05-21,0022,N,VIIRS,n,2.0NRT,285.16,1.31,N,2026-05-21 00:22:00,Low,blue
57.53573,39.77468,300.17,0.52,0.41,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.8,0.63,N,2026-05-21 00:22:00,Low,blue
57.55189,39.75927,301.26,0.52,0.41,2026-05-21,0022,N,VIIRS,n,2.0NRT,287.87,1.15,N,2026-05-21 00:22:00,Low,blue
57.63667,34.44499,299.01,0.4,0.37,2026-05-21,0022,N,VIIRS,n,2.0NRT,281.67,0.3,N,2026-05-21 00:22:00,Low,blue
57.81894,39.38577,309.35,0.5,0.41,2026-05-21,0022,N,VIIRS,n,2.0NRT,284.47,1.81,N,2026-05-21 00:22:00,Low,blue
58.31469,43.92014,295.06,0.43,0.46,2026-05-21,0022,N,VIIRS,n,2.0NRT,283.42,0.45,N,2026-05-21 00:22:00,Low,blue
58.38228,33.98095,296.54,0.39,0.36,2026-05-21,0022,N,VIIRS,n,2.0NRT,286.36,0.57,N,2026-05-21 00:22:00,Low,blue
58.66928,17.13846,299.72,0.61,0.53,2026-05-21,0022,N,VIIRS,n,2.0NRT,278.65,1.04,N,2026-05-21 00:22:00,Low,blue
59.14084,37.85067,308.2,0.43,0.38,2026-05-21,0022,N,VIIRS,n,2.0NRT,291.11,1.52,N,2026-05-21 00:22:00,Low,blue
59.14413,37.85324,312.88,0.43,0.38,2026-05-21,0022,N,VIIRS,n,2.0NRT,289.99,1.52,N,2026-05-21 00:22:00,Low,blue
59.14558,37.84611,305.81,0.43,0.38,2026-05-21,0022,N,VIIRS,n,2.0NRT,292.76,3.86,N,2026-05-21 00:22:00,Low,blue
59.14848,37.83186,316.4,0.43,0.38,2026-05-21,0022,N,VIIRS,n,2.0NRT,293.2,3.66,N,2026-05-21 00:22:00,Low,blue
59.15025,37.8409,309.14,0.43,0.38,2026-05-21,0022,N,VIIRS,n,2.0NRT,291.07,2.45,N,2026-05-21 00:22:00,Low,blue
59.15032,37.84154,314.17,0.43,0.38,2026-05-21,0022,N,VIIRS,n,2.0NRT,292.65,2.49,N,2026-05-21 00:22:00,Low,blue
59.52275,34.16712,302.73,0.39,0.36,2026-05-21,0022,N,VIIRS,n,2.0NRT,289.87,0.91,N,2026-05-21 00:22:00,Low,blue
59.53043,34.14291,304.15,0.39,0.36,2026-05-21,0022,N,VIIRS,n,2.0NRT,282.53,0.59,N,2026-05-21 00:22:00,Low,blue
60.28591,22.2864,296.8,0.42,0.45,2026-05-21,0022,N,VIIRS,n,2.0NRT,279.89,0.89,N,2026-05-21 00:22:00,Low,blue
60.61271,16.79531,296.77,0.32,0.55,2026-05-21,0022,N,VIIRS,n,2.0NRT,280.19,0.76,N,2026-05-21 00:22:00,Low,blue
44.91165,45.28598,297.97,0.68,0.74,2026-05-21,0024,N,VIIRS,n,2.0NRT,282.3,0.79,N,2026-05-21 00:24:00,Low,blue
45.00692,45.12686,301.95,0.67,0.74,2026-05-21,0024,N,VIIRS,n,2.0NRT,281.63,0.9,N,2026-05-21 00:24:00,Low,blue
45.0088,45.12386,296.9,0.67,0.73,2026-05-21,0024,N,VIIRS,n,2.0NRT,281.19,0.97,N,2026-05-21 00:24:00,Low,blue
46.9432,36.88169,298.18,0.51,0.5,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.15,0.72,N,2026-05-21 00:24:00,Low,blue
47.84221,33.38164,304.27,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.83,1.35,N,2026-05-21 00:24:00,Low,blue
47.86395,35.14957,299.0,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,275.36,0.9,N,2026-05-21 00:24:00,Low,blue
47.86442,33.43029,297.99,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.79,1.01,N,2026-05-21 00:24:00,Low,blue
47.86539,33.42982,316.26,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.51,2.02,N,2026-05-21 00:24:00,Low,blue
47.8679,35.15165,297.1,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,272.66,0.91,N,2026-05-21 00:24:00,Low,blue
47.86813,33.43211,321.59,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.73,1.8,N,2026-05-21 00:24:00,Low,blue
47.8691,33.43163,303.24,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.52,2.02,N,2026-05-21 00:24:00,Low,blue
47.86934,35.16434,303.32,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,273.52,0.91,N,2026-05-21 00:24:00,Low,blue
47.87059,35.15904,296.03,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,270.13,0.91,N,2026-05-21 00:24:00,Low,blue
47.87129,33.44026,299.88,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.67,1.1,N,2026-05-21 00:24:00,Low,blue
47.87185,33.43391,296.37,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.34,1.8,N,2026-05-21 00:24:00,Low,blue
47.87632,33.41332,302.45,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,287.28,1.84,N,2026-05-21 00:24:00,Low,blue
47.87743,35.18654,311.03,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,274.04,1.93,N,2026-05-21 00:24:00,Low,blue
47.87929,33.3996,309.05,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.59,1.78,N,2026-05-21 00:24:00,Low,blue
47.87994,35.17593,299.27,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,270.12,0.34,N,2026-05-21 00:24:00,Low,blue
47.88012,35.19398,301.32,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,273.5,2.24,N,2026-05-21 00:24:00,Low,blue
47.88041,33.39921,313.06,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.74,1.75,N,2026-05-21 00:24:00,Low,blue
47.88139,35.18864,320.94,0.41,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,273.99,1.93,N,2026-05-21 00:24:00,Low,blue
48.25148,36.73465,302.69,0.47,0.48,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.41,0.7,N,2026-05-21 00:24:00,Low,blue
48.47463,34.62947,302.77,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.94,1.65,N,2026-05-21 00:24:00,Low,blue
48.5176,34.63456,300.56,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.05,1.33,N,2026-05-21 00:24:00,Low,blue
48.51932,34.62711,310.02,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.05,1.33,N,2026-05-21 00:24:00,Low,blue
48.52313,34.62909,300.99,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.96,1.33,N,2026-05-21 00:24:00,Low,blue
48.53286,34.64249,311.98,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.72,2.24,N,2026-05-21 00:24:00,Low,blue
48.54016,34.92911,305.04,0.39,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.13,0.9,N,2026-05-21 00:24:00,Low,blue
48.54175,34.92551,311.44,0.39,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.02,1.05,N,2026-05-21 00:24:00,Low,blue
48.54642,37.67137,297.06,0.5,0.49,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.4,0.68,N,2026-05-21 00:24:00,Low,blue
49.69355,37.60816,300.07,0.47,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.75,0.39,N,2026-05-21 00:24:00,Low,blue
49.69763,37.61083,296.19,0.47,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.5,0.46,N,2026-05-21 00:24:00,Low,blue
49.69805,37.61105,296.38,0.46,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.55,0.4,N,2026-05-21 00:24:00,Low,blue
49.69861,35.89169,319.17,0.4,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.22,1.06,N,2026-05-21 00:24:00,Low,blue
49.70533,37.63696,303.81,0.47,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.93,0.56,N,2026-05-21 00:24:00,Low,blue
49.70568,37.63704,303.47,0.47,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.76,0.85,N,2026-05-21 00:24:00,Low,blue
50.22613,36.33802,304.3,0.4,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.93,0.67,N,2026-05-21 00:24:00,Low,blue
50.3317,36.20463,308.81,0.4,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.51,1.05,N,2026-05-21 00:24:00,Low,blue
50.33698,19.2892,312.83,0.42,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,282.5,1.99,N,2026-05-21 00:24:00,Low,blue
50.34141,19.33905,304.44,0.42,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.26,1.43,N,2026-05-21 00:24:00,Low,blue
50.34185,36.19875,313.35,0.39,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.6,1.18,N,2026-05-21 00:24:00,Low,blue
50.3419,19.33311,308.76,0.42,0.45,2026-05-21,0024,N,VIIRS,n,2.0NRT,281.85,1.43,N,2026-05-21 00:24:00,Low,blue
50.34904,44.71272,301.58,0.43,0.62,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.54,0.39,N,2026-05-21 00:24:00,Low,blue
50.35064,44.71291,299.67,0.43,0.62,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.25,0.61,N,2026-05-21 00:24:00,Low,blue
50.3629,35.82651,302.6,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,281.41,1.24,N,2026-05-21 00:24:00,Low,blue
50.36471,35.82505,307.25,0.57,0.43,2026-05-21,0024,N,VIIRS,n,2.0NRT,282.34,1.09,N,2026-05-21 00:24:00,Low,blue
50.37824,39.63471,298.3,0.54,0.51,2026-05-21,0024,N,VIIRS,n,2.0NRT,282.81,0.99,N,2026-05-21 00:24:00,Low,blue
50.69476,35.39755,299.31,0.54,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.54,1.09,N,2026-05-21 00:24:00,Low,blue
50.69516,35.39646,300.78,0.54,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.62,0.49,N,2026-05-21 00:24:00,Low,blue
50.71697,46.03985,295.11,0.46,0.64,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.82,0.47,N,2026-05-21 00:24:00,Low,blue
50.75464,45.11139,296.95,0.43,0.62,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.18,0.48,N,2026-05-21 00:24:00,Low,blue
50.82621,20.27205,297.91,0.39,0.44,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.51,0.69,N,2026-05-21 00:24:00,Low,blue
50.91079,44.53018,300.21,0.4,0.6,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.48,0.81,N,2026-05-21 00:24:00,Low,blue
50.91451,23.12832,295.84,0.46,0.39,2026-05-21,0024,N,VIIRS,n,2.0NRT,275.89,0.61,N,2026-05-21 00:24:00,Low,blue
50.92884,21.67509,303.0,0.52,0.41,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.11,1.41,N,2026-05-21 00:24:00,Low,blue
50.94786,21.44957,296.84,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.49,1.11,N,2026-05-21 00:24:00,Low,blue
50.96095,35.22309,300.25,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.38,0.69,N,2026-05-21 00:24:00,Low,blue
50.96304,35.22551,302.35,0.53,0.42,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.06,0.9,N,2026-05-21 00:24:00,Low,blue
51.07083,34.91533,299.65,0.51,0.41,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.84,0.42,N,2026-05-21 00:24:00,Low,blue
51.07843,34.77039,297.53,0.51,0.41,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.58,0.87,N,2026-05-21 00:24:00,Low,blue
51.08002,34.81837,295.04,0.51,0.41,2026-05-21,0024,N,VIIRS,n,2.0NRT,282.9,0.41,N,2026-05-21 00:24:00,Low,blue
51.12185,37.99574,298.68,0.44,0.46,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.1,0.65,N,2026-05-21 00:24:00,Low,blue
51.13825,37.93052,335.99,0.44,0.46,2026-05-21,0024,N,VIIRS,n,2.0NRT,288.1,3.76,N,2026-05-21 00:24:00,Low,blue
51.15825,37.94322,299.66,0.44,0.46,2026-05-21,0024,N,VIIRS,n,2.0NRT,287.91,1.07,N,2026-05-21 00:24:00,Low,blue
51.21282,34.63422,295.95,0.5,0.41,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.91,0.54,N,2026-05-21 00:24:00,Low,blue
51.25726,37.76659,300.47,0.43,0.46,2026-05-21,0024,N,VIIRS,n,2.0NRT,286.25,0.59,N,2026-05-21 00:24:00,Low,blue
51.28674,34.55236,298.18,0.49,0.41,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.49,0.7,N,2026-05-21 00:24:00,Low,blue
51.40874,34.32522,345.94,0.48,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,287.71,6.18,N,2026-05-21 00:24:00,Medium,orange
51.41018,34.31851,320.0,0.48,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.83,6.18,N,2026-05-21 00:24:00,Medium,orange
51.41228,34.32714,297.29,0.48,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.28,0.64,N,2026-05-21 00:24:00,Low,blue
51.53958,37.86657,296.0,0.42,0.46,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.0,0.51,N,2026-05-21 00:24:00,Low,blue
51.81576,34.2188,296.58,0.47,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.13,0.73,N,2026-05-21 00:24:00,Low,blue
51.85037,34.12781,310.48,0.47,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.34,1.32,N,2026-05-21 00:24:00,Low,blue
51.87828,41.17817,301.66,0.55,0.51,2026-05-21,0024,N,VIIRS,n,2.0NRT,279.95,1.14,N,2026-05-21 00:24:00,Low,blue
51.89389,29.34354,306.06,0.39,0.36,2026-05-21,0024,N,VIIRS,n,2.0NRT,267.5,1.06,N,2026-05-21 00:24:00,Low,blue
51.9746,34.21812,304.58,0.47,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.17,3.06,N,2026-05-21 00:24:00,Low,blue
51.97808,34.22007,331.32,0.47,0.4,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.6,3.06,N,2026-05-21 00:24:00,Low,blue
52.38757,33.47293,327.0,0.44,0.38,2026-05-21,0024,N,VIIRS,n,2.0NRT,285.37,2.95,N,2026-05-21 00:24:00,Low,blue
52.53581,39.63161,342.84,0.46,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,288.26,5.97,N,2026-05-21 00:24:00,Medium,orange
52.53748,39.62519,296.4,0.46,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.22,3.79,N,2026-05-21 00:24:00,Low,blue
52.54082,39.6124,306.2,0.46,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,283.9,0.72,N,2026-05-21 00:24:00,Low,blue
52.54322,39.62162,299.16,0.46,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.97,1.69,N,2026-05-21 00:24:00,Low,blue
52.54394,39.63731,295.45,0.46,0.47,2026-05-21,0024,N,VIIRS,n,2.0NRT,284.38,0.53,N,2026-05-21 00:24:00,Low,blue
