latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_datetime,intensity_class,marker_color
-11.0924,-46.749,340.67,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.56,6.46,D,2026-05-21 16:39:00,Medium,orange
-11.09007,-46.75706,342.46,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,317.01,22.36,D,2026-05-21 16:39:00,High,red
-11.08951,-46.75328,367.0,0.41,0.37,2026-05-21,1639,N,VIIRS,h,2.0NRT,310.92,22.36,D,2026-05-21 16:39:00,High,red
-11.08897,-46.74949,345.56,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,309.7,6.46,D,2026-05-21 16:39:00,Medium,orange
-11.08663,-46.75755,342.01,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.77,18.01,D,2026-05-21 16:39:00,Medium,orange
-11.08608,-46.75378,349.38,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,311.1,18.01,D,2026-05-21 16:39:00,Medium,orange
-11.08475,-46.69639,340.84,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.22,7.4,D,2026-05-21 16:39:00,Medium,orange
-11.0831,-46.75427,343.89,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.65,12.71,D,2026-05-21 16:39:00,Medium,orange
-11.08265,-46.75428,344.46,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.9,18.01,D,2026-05-21 16:39:00,Medium,orange
-11.07966,-46.75478,343.59,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,307.54,12.71,D,2026-05-21 16:39:00,Medium,orange
-11.07844,-46.70115,344.43,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,312.94,11.33,D,2026-05-21 16:39:00,Medium,orange
-11.07736,-46.76285,351.58,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.51,9.53,D,2026-05-21 16:39:00,Medium,orange
-11.0768,-46.75906,341.65,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.81,8.52,D,2026-05-21 16:39:00,Medium,orange
-11.07623,-46.75528,345.6,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,309.09,8.52,D,2026-05-21 16:39:00,Medium,orange
-11.07392,-46.76334,349.15,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.59,9.53,D,2026-05-21 16:39:00,Medium,orange
-11.06557,-46.70703,339.13,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.64,7.9,D,2026-05-21 16:39:00,Medium,orange
-11.05298,-46.71661,341.1,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.52,4.05,D,2026-05-21 16:39:00,Low,blue
-11.04714,-46.74812,344.04,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.46,4.78,D,2026-05-21 16:39:00,Low,blue
-11.04327,-48.25602,334.35,0.47,0.4,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.5,3.72,D,2026-05-21 16:39:00,Low,blue
-11.04316,-46.74491,342.97,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,307.58,4.78,D,2026-05-21 16:39:00,Low,blue
-10.97838,-49.43239,336.13,0.54,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.6,4.92,D,2026-05-21 16:39:00,Low,blue
-10.82547,-47.36929,344.09,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,309.15,3.99,D,2026-05-21 16:39:00,Low,blue
-10.82197,-47.36982,349.16,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,309.59,6.08,D,2026-05-21 16:39:00,Medium,orange
-10.82103,-49.24212,346.83,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.39,7.86,D,2026-05-21 16:39:00,Medium,orange
-10.81846,-47.37034,338.95,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.18,6.08,D,2026-05-21 16:39:00,Medium,orange
-10.81496,-47.37086,343.61,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.07,6.09,D,2026-05-21 16:39:00,Medium,orange
-10.78919,-49.94514,339.21,0.39,0.44,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.81,17.31,D,2026-05-21 16:39:00,Medium,orange
-10.78871,-49.9416,367.0,0.39,0.44,2026-05-21,1639,N,VIIRS,h,2.0NRT,305.03,17.31,D,2026-05-21 16:39:00,Medium,orange
-10.78823,-49.93807,349.7,0.39,0.44,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.1,11.39,D,2026-05-21 16:39:00,Medium,orange
-10.78468,-49.94217,341.79,0.39,0.44,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.11,3.24,D,2026-05-21 16:39:00,Low,blue
-10.77272,-46.65986,341.56,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.71,3.79,D,2026-05-21 16:39:00,Low,blue
-10.76644,-46.66463,350.55,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.53,9.69,D,2026-05-21 16:39:00,Medium,orange
-10.7659,-46.6609,350.21,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.1,14.76,D,2026-05-21 16:39:00,Medium,orange
-10.75465,-49.77954,344.2,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.69,33.63,D,2026-05-21 16:39:00,High,red
-10.7535,-49.78238,356.59,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.68,74.62,D,2026-05-21 16:39:00,Extreme,darkred
-10.75276,-49.7772,334.66,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.39,74.62,D,2026-05-21 16:39:00,Extreme,darkred
-10.75136,-49.78529,339.82,0.57,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.02,33.63,D,2026-05-21 16:39:00,High,red
-10.75066,-49.7801,339.59,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,313.92,33.63,D,2026-05-21 16:39:00,High,red
-10.74996,-49.77491,345.79,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.84,10.17,D,2026-05-21 16:39:00,Medium,orange
-10.74878,-49.77776,354.67,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.27,74.62,D,2026-05-21 16:39:00,Extreme,darkred
-10.74805,-49.77258,356.19,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.67,42.0,D,2026-05-21 16:39:00,High,red
-10.74406,-49.77314,339.93,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.33,82.38,D,2026-05-21 16:39:00,Extreme,darkred
-10.72126,-49.75525,333.56,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.03,8.4,D,2026-05-21 16:39:00,Medium,orange
-10.72053,-49.7501,334.72,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.44,8.4,D,2026-05-21 16:39:00,Medium,orange
-10.71967,-49.54994,334.09,0.55,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,298.09,8.37,D,2026-05-21 16:39:00,Medium,orange
-10.71656,-49.75065,347.22,0.56,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.86,13.82,D,2026-05-21 16:39:00,Medium,orange
-10.6681,-48.25542,349.45,0.47,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.21,12.83,D,2026-05-21 16:39:00,Medium,orange
-10.6675,-48.25118,355.22,0.47,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,314.17,41.0,D,2026-05-21 16:39:00,High,red
-10.66707,-40.79235,335.66,0.52,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.94,8.8,D,2026-05-21 16:39:00,Medium,orange
-10.66446,-48.25597,349.08,0.47,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,298.3,12.83,D,2026-05-21 16:39:00,Medium,orange
-10.66386,-48.25172,354.47,0.47,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.11,41.0,D,2026-05-21 16:39:00,High,red
-10.65622,-42.29715,341.49,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,309.97,17.13,D,2026-05-21 16:39:00,Medium,orange
-10.65557,-42.29313,349.16,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,312.03,17.13,D,2026-05-21 16:39:00,Medium,orange
-10.65203,-42.29371,352.24,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,320.12,17.13,D,2026-05-21 16:39:00,Medium,orange
-10.64849,-42.29429,354.64,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,321.62,28.51,D,2026-05-21 16:39:00,High,red
-10.64495,-42.29487,352.78,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,321.34,28.51,D,2026-05-21 16:39:00,High,red
-10.64142,-42.29546,354.67,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,317.75,43.96,D,2026-05-21 16:39:00,High,red
-10.59692,-53.47793,330.76,0.33,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,295.6,1.99,D,2026-05-21 16:39:00,Low,blue
-10.59652,-53.47493,326.25,0.33,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,295.62,1.99,D,2026-05-21 16:39:00,Low,blue
-10.55083,-49.92747,337.72,0.57,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.54,7.05,D,2026-05-21 16:39:00,Medium,orange
-10.5081,-46.39977,332.25,0.4,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.16,3.96,D,2026-05-21 16:39:00,Low,blue
-10.50756,-46.39612,346.75,0.4,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.73,3.96,D,2026-05-21 16:39:00,Low,blue
-10.49486,-49.36054,344.7,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,311.65,30.42,D,2026-05-21 16:39:00,High,red
-10.49456,-49.3635,345.82,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,312.35,28.09,D,2026-05-21 16:39:00,High,red
-10.49386,-49.35867,334.13,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.64,28.09,D,2026-05-21 16:39:00,High,red
-10.49098,-49.36106,367.0,0.53,0.42,2026-05-21,1639,N,VIIRS,h,2.0NRT,318.08,42.15,D,2026-05-21 16:39:00,High,red
-10.49068,-49.36403,350.55,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,317.44,28.09,D,2026-05-21 16:39:00,High,red
-10.48999,-49.35918,348.18,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.0,28.09,D,2026-05-21 16:39:00,High,red
-10.48711,-49.36159,350.93,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,311.27,42.15,D,2026-05-21 16:39:00,High,red
-10.48654,-42.49671,347.48,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.13,53.18,D,2026-05-21 16:39:00,Extreme,darkred
-10.48645,-49.35674,335.41,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.54,10.81,D,2026-05-21 16:39:00,Medium,orange
-10.48612,-49.35972,352.89,0.53,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,311.49,17.74,D,2026-05-21 16:39:00,Medium,orange
-10.44259,-47.95203,345.46,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,312.46,7.92,D,2026-05-21 16:39:00,Medium,orange
-10.41134,-44.70309,344.7,0.38,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.75,5.43,D,2026-05-21 16:39:00,Medium,orange
-10.4108,-44.69958,340.73,0.38,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.06,5.43,D,2026-05-21 16:39:00,Medium,orange
-10.40747,-44.7001,335.9,0.38,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.9,3.28,D,2026-05-21 16:39:00,Low,blue
-10.38187,-45.12865,335.81,0.38,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.04,4.21,D,2026-05-21 16:39:00,Low,blue
-10.37321,-49.6039,341.13,0.55,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.01,7.39,D,2026-05-21 16:39:00,Medium,orange
-10.36929,-49.60445,340.02,0.55,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,309.03,7.39,D,2026-05-21 16:39:00,Medium,orange
-10.36919,-40.42252,341.5,0.55,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,296.58,7.66,D,2026-05-21 16:39:00,Medium,orange
-10.36833,-40.41741,335.36,0.55,0.43,2026-05-21,1639,N,VIIRS,n,2.0NRT,293.38,7.66,D,2026-05-21 16:39:00,Medium,orange
-10.32722,-44.7277,333.49,0.38,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.97,2.78,D,2026-05-21 16:39:00,Low,blue
-10.32422,-53.57963,327.49,0.33,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,295.42,1.72,D,2026-05-21 16:39:00,Low,blue
-10.3239,-44.72822,334.81,0.38,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.23,4.46,D,2026-05-21 16:39:00,Low,blue
-10.19715,-48.4447,345.0,0.47,0.4,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.54,11.67,D,2026-05-21 16:39:00,Medium,orange
-10.18991,-48.57815,339.51,0.48,0.4,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.29,3.83,D,2026-05-21 16:39:00,Low,blue
-10.12431,-52.41026,349.25,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.34,20.25,D,2026-05-21 16:39:00,High,red
-10.12362,-52.40514,331.08,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,296.63,20.25,D,2026-05-21 16:39:00,High,red
-10.11959,-52.41089,342.87,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.22,20.25,D,2026-05-21 16:39:00,High,red
-10.11488,-52.41155,341.19,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.37,28.74,D,2026-05-21 16:39:00,High,red
-10.11018,-52.41223,342.7,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.18,28.74,D,2026-05-21 16:39:00,High,red
-10.08185,-51.6405,333.26,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.32,4.37,D,2026-05-21 16:39:00,Low,blue
-10.05207,-46.30725,338.81,0.39,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.71,6.64,D,2026-05-21 16:39:00,Medium,orange
-9.95256,-52.46205,344.61,0.55,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,294.66,9.39,D,2026-05-21 16:39:00,Medium,orange
-9.95066,-52.45982,341.6,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,295.64,9.75,D,2026-05-21 16:39:00,Medium,orange
-9.94785,-52.46276,341.86,0.55,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.11,11.3,D,2026-05-21 16:39:00,Medium,orange
-9.94595,-52.4605,335.93,0.54,0.51,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.93,6.28,D,2026-05-21 16:39:00,Medium,orange
-9.93664,-48.00653,338.34,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.95,5.6,D,2026-05-21 16:39:00,Medium,orange
-9.93365,-48.01111,338.38,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.09,5.6,D,2026-05-21 16:39:00,Medium,orange
-9.93307,-48.00706,350.98,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.89,5.6,D,2026-05-21 16:39:00,Medium,orange
-9.84457,-49.61104,334.5,0.54,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.14,10.79,D,2026-05-21 16:39:00,Medium,orange
-9.81354,-50.66978,351.22,0.41,0.45,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.33,12.36,D,2026-05-21 16:39:00,Medium,orange
-9.81265,-50.67007,353.1,0.41,0.45,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.76,11.47,D,2026-05-21 16:39:00,Medium,orange
-9.77802,-48.24684,342.44,0.46,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.79,8.15,D,2026-05-21 16:39:00,Medium,orange
-9.77742,-48.24273,341.1,0.46,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.45,9.38,D,2026-05-21 16:39:00,Medium,orange
-9.74389,-47.02902,336.91,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.04,5.51,D,2026-05-21 16:39:00,Medium,orange
-9.73703,-47.03004,343.04,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.02,6.68,D,2026-05-21 16:39:00,Medium,orange
-9.73688,-47.05299,355.61,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,315.59,29.09,D,2026-05-21 16:39:00,High,red
-9.73634,-47.04924,351.84,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.17,29.09,D,2026-05-21 16:39:00,High,red
-9.73579,-47.04549,337.15,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.33,4.46,D,2026-05-21 16:39:00,Low,blue
-9.73524,-47.04175,347.6,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.05,4.46,D,2026-05-21 16:39:00,Low,blue
-9.73345,-47.05351,331.2,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,298.44,3.77,D,2026-05-21 16:39:00,Low,blue
-9.73291,-47.04976,336.43,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.54,3.77,D,2026-05-21 16:39:00,Low,blue
-9.73181,-47.04227,346.56,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.35,5.87,D,2026-05-21 16:39:00,Medium,orange
-9.73127,-47.03855,343.18,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.58,7.27,D,2026-05-21 16:39:00,Medium,orange
-9.69994,-47.10485,339.47,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.77,3.6,D,2026-05-21 16:39:00,Low,blue
-9.6654,-46.91937,333.76,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.5,1.94,D,2026-05-21 16:39:00,Low,blue
-9.66254,-46.92361,342.75,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.12,4.58,D,2026-05-21 16:39:00,Low,blue
-9.60687,-47.81508,337.04,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.37,4.99,D,2026-05-21 16:39:00,Low,blue
-9.53941,-48.06657,339.98,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.5,9.36,D,2026-05-21 16:39:00,Medium,orange
-9.53517,-47.98864,350.34,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.89,18.44,D,2026-05-21 16:39:00,Medium,orange
-9.53451,-47.98911,351.66,0.44,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,307.83,19.34,D,2026-05-21 16:39:00,Medium,orange
-9.53221,-47.97303,335.18,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,295.41,6.16,D,2026-05-21 16:39:00,Medium,orange
-9.53162,-47.98916,337.92,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.21,3.61,D,2026-05-21 16:39:00,Low,blue
-9.40313,-47.36115,340.57,0.42,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.84,12.7,D,2026-05-21 16:39:00,Medium,orange
-9.40112,-38.33854,333.96,0.51,0.5,2026-05-21,1639,N,VIIRS,n,2.0NRT,298.17,3.61,D,2026-05-21 16:39:00,Low,blue
-9.25559,-43.51417,333.86,0.41,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.31,4.48,D,2026-05-21 16:39:00,Low,blue
-9.19399,-48.62709,341.16,0.47,0.4,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.16,5.32,D,2026-05-21 16:39:00,Medium,orange
-9.19349,-48.62388,335.43,0.47,0.4,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.5,4.89,D,2026-05-21 16:39:00,Low,blue
-9.08595,-46.52005,343.59,0.39,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.38,7.09,D,2026-05-21 16:39:00,Medium,orange
-9.08541,-46.51648,344.1,0.39,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.64,4.61,D,2026-05-21 16:39:00,Low,blue
-9.08488,-46.51291,340.7,0.39,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.89,4.61,D,2026-05-21 16:39:00,Low,blue
-9.08259,-46.52057,348.31,0.39,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.84,20.93,D,2026-05-21 16:39:00,High,red
-9.08205,-46.517,333.9,0.39,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.27,5.03,D,2026-05-21 16:39:00,Medium,orange
-8.92877,-46.84331,342.17,0.4,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.56,6.75,D,2026-05-21 16:39:00,Medium,orange
-8.92261,-39.91787,341.55,0.41,0.45,2026-05-21,1639,N,VIIRS,n,2.0NRT,306.82,3.21,D,2026-05-21 16:39:00,Low,blue
-8.87758,-36.97739,338.99,0.32,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.24,1.82,D,2026-05-21 16:39:00,Low,blue
-8.83012,-37.05357,341.01,0.32,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.14,4.55,D,2026-05-21 16:39:00,Low,blue
-8.81304,-49.36557,332.11,0.51,0.41,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.88,4.86,D,2026-05-21 16:39:00,Low,blue
-8.79854,-37.08044,343.72,0.32,0.54,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.95,3.66,D,2026-05-21 16:39:00,Low,blue
-8.74439,-48.31646,342.54,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,310.29,10.1,D,2026-05-21 16:39:00,Medium,orange
-8.73696,-50.8417,333.2,0.41,0.45,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.04,2.21,D,2026-05-21 16:39:00,Low,blue
-8.68873,-48.83123,331.22,0.47,0.4,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.47,2.04,D,2026-05-21 16:39:00,Low,blue
-8.6416,-36.86288,334.72,0.33,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.3,4.82,D,2026-05-21 16:39:00,Low,blue
-8.57409,-37.00092,342.16,0.33,0.55,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.04,3.17,D,2026-05-21 16:39:00,Low,blue
-8.55197,-45.98387,348.29,0.39,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,312.36,10.69,D,2026-05-21 16:39:00,Medium,orange
-8.55144,-45.98037,345.75,0.39,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.69,10.69,D,2026-05-21 16:39:00,Medium,orange
-8.52302,-49.2221,335.48,0.49,0.41,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.31,5.87,D,2026-05-21 16:39:00,Medium,orange
-8.48912,-35.46972,328.27,0.41,0.61,2026-05-21,1639,N,VIIRS,n,2.0NRT,294.04,1.31,D,2026-05-21 16:39:00,Low,blue
-8.43331,-36.48801,332.08,0.35,0.57,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.37,2.82,D,2026-05-21 16:39:00,Low,blue
-8.37461,-48.07383,335.45,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.67,16.91,D,2026-05-21 16:39:00,Medium,orange
-8.37166,-48.0783,343.68,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,301.23,19.74,D,2026-05-21 16:39:00,Medium,orange
-8.37109,-48.07431,340.56,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.16,19.74,D,2026-05-21 16:39:00,Medium,orange
-8.36871,-48.08279,336.46,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.86,2.44,D,2026-05-21 16:39:00,Low,blue
-8.36813,-48.0788,345.43,0.44,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.34,19.74,D,2026-05-21 16:39:00,Medium,orange
-8.3119,-51.98708,332.49,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,292.78,3.26,D,2026-05-21 16:39:00,Low,blue
-8.27883,-51.96329,329.62,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.0,4.42,D,2026-05-21 16:39:00,Low,blue
-8.27711,-51.9647,332.19,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,298.42,3.6,D,2026-05-21 16:39:00,Low,blue
-8.27438,-51.96385,333.44,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.84,4.42,D,2026-05-21 16:39:00,Low,blue
-8.27266,-51.96526,337.87,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.89,3.6,D,2026-05-21 16:39:00,Low,blue
-8.26993,-51.96444,336.1,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,297.63,4.06,D,2026-05-21 16:39:00,Low,blue
-8.1087,-44.1433,340.33,0.4,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,308.83,4.53,D,2026-05-21 16:39:00,Low,blue
-8.10532,-44.14383,351.59,0.4,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,307.15,4.53,D,2026-05-21 16:39:00,Low,blue
-8.1025,-44.14799,337.83,0.4,0.37,2026-05-21,1639,N,VIIRS,n,2.0NRT,305.87,2.58,D,2026-05-21 16:39:00,Low,blue
-8.04453,-48.54737,334.6,0.45,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.61,6.4,D,2026-05-21 16:39:00,Medium,orange
-8.02339,-50.68071,333.17,0.39,0.44,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.3,7.2,D,2026-05-21 16:39:00,Medium,orange
-8.02288,-50.67715,348.86,0.39,0.44,2026-05-21,1639,N,VIIRS,n,2.0NRT,300.9,13.91,D,2026-05-21 16:39:00,Medium,orange
-7.99309,-49.7929,339.11,0.52,0.42,2026-05-21,1639,N,VIIRS,n,2.0NRT,299.04,5.02,D,2026-05-21 16:39:00,Medium,orange
-7.90967,-46.71711,332.92,0.39,0.36,2026-05-21,1639,N,VIIRS,n,2.0NRT,302.66,2.98,D,2026-05-21 16:39:00,Low,blue
-7.60761,-43.14985,338.52,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,304.01,4.14,D,2026-05-21 16:39:00,Low,blue
-7.60741,-43.14979,336.92,0.43,0.38,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.99,3.89,D,2026-05-21 16:39:00,Low,blue
-7.59817,-39.26211,341.97,0.48,0.48,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.67,6.47,D,2026-05-21 16:39:00,Medium,orange
-7.55351,-42.63673,339.52,0.46,0.39,2026-05-21,1639,N,VIIRS,n,2.0NRT,303.09,4.29,D,2026-05-21 16:39:00,Low,blue
